overall qual,overall cond,year built,year remod/add,exter qual,foundation,bsmt qual,bsmt exposure,bsmtfin type 1,bsmtfin sf 1,total bsmt sf,heating qc,central air,1st flr sf,gr liv area,garage yr blt,garage finish,garage cars,garage area,saleprice
4,6,1970,1970,0.0,2.0,1.0,1.0,1.0,131,630,1.0,1.0,630,630,1842,-2.0,0,0,84500
4,3,1976,1976,0.0,2.0,0.0,-1.0,-2.0,0,546,2.0,1.0,546,1092,1976,-1.0,1,286,75190
6,5,1976,1976,0.0,1.0,1.0,1.0,2.0,539,1029,0.0,1.0,1062,1062,1976,0.0,2,539,146800
5,5,1977,1977,0.0,1.0,1.0,1.0,3.0,923,923,0.0,1.0,1008,1008,1977,1.0,2,678,153500
6,6,1977,1977,0.0,1.0,1.0,2.0,3.0,1148,1244,0.0,1.0,1356,1356,1977,1.0,2,528,188000
5,7,1977,1977,0.0,1.0,1.0,-1.0,0.0,531,716,2.0,1.0,716,1432,1977,1.0,2,531,157000
5,7,1971,1971,0.0,2.0,1.0,1.0,3.0,796,796,0.0,1.0,796,796,1842,-2.0,0,0,138000
5,7,1970,1970,0.0,2.0,1.0,1.0,2.0,619,768,2.0,1.0,768,768,1987,-1.0,2,624,129500
4,6,1982,2006,0.0,2.0,0.0,-1.0,2.0,565,845,0.0,1.0,845,845,1987,-1.0,2,360,129500
5,6,1976,2003,0.0,1.0,1.0,-1.0,-1.0,1090,1090,0.0,1.0,1178,1178,1976,-1.0,2,502,135000
5,7,1982,1982,0.0,2.0,0.0,2.0,2.0,546,816,0.0,1.0,816,816,1982,-1.0,1,264,124500
5,7,1983,1983,0.0,2.0,1.0,-1.0,2.0,596,816,0.0,1.0,816,816,1983,1.0,1,264,139000
5,6,1984,1984,0.0,2.0,0.0,-1.0,2.0,516,864,0.0,1.0,887,887,1984,0.0,1,288,124500
6,5,1954,1954,0.0,2.0,0.0,-1.0,1.0,468,1178,1.0,1.0,1293,1293,1954,0.0,2,452,149900
6,6,1956,1956,0.0,2.0,0.0,-1.0,0.0,773,1008,0.0,1.0,1024,1024,1956,-1.0,1,313,157500
6,5,1995,1996,0.0,1.0,1.0,-1.0,2.0,592,691,1.0,1.0,691,1498,1995,1.0,2,409,187500
6,6,1993,1994,0.0,1.0,1.0,-1.0,3.0,705,1160,1.0,1.0,1169,1169,1993,1.0,2,402,183500
8,5,1987,1987,0.0,2.0,1.0,-1.0,-2.0,0,1191,0.0,1.0,1204,1204,1987,0.0,2,461,130000
5,5,1955,1955,0.0,2.0,0.0,0.0,0.0,1056,1056,0.0,-1.0,1056,1056,1955,1.0,2,572,145000
6,6,1980,1980,0.0,2.0,1.0,1.0,3.0,850,988,0.0,1.0,1102,1102,1980,0.0,2,582,169000
7,5,1976,1976,1.0,2.0,2.0,2.0,3.0,1005,1047,0.0,1.0,1083,1083,1976,0.0,2,596,172000
5,6,1975,1975,0.0,2.0,1.0,-1.0,2.0,788,1056,2.0,1.0,1074,1074,1975,0.0,2,495,153500
6,6,1974,1999,0.0,2.0,0.0,-1.0,2.0,663,1040,-1.0,1.0,1309,1309,1974,0.0,2,484,181000
6,6,1974,1974,0.0,2.0,0.0,-1.0,2.0,755,1103,0.0,1.0,1103,1103,1974,-1.0,2,462,155000
4,4,1971,1971,0.0,2.0,0.0,-1.0,1.0,614,858,0.0,1.0,858,858,1842,-2.0,0,0,88000
4,4,1971,1971,0.0,2.0,0.0,-1.0,0.0,20,864,0.0,1.0,874,874,1995,-1.0,2,576,97500
6,5,2002,2002,1.0,1.0,1.0,-1.0,3.0,951,1487,2.0,1.0,1419,1419,2002,1.0,2,543,190000
6,5,1973,1973,0.0,2.0,0.0,-1.0,-2.0,0,525,0.0,1.0,525,1092,1973,-1.0,2,440,105500
5,6,1973,1973,0.0,2.0,0.0,-1.0,-1.0,402,765,1.0,1.0,765,1365,1973,-1.0,2,440,125500
6,5,1973,1973,0.0,2.0,0.0,-1.0,1.0,309,483,0.0,1.0,483,987,1973,-1.0,1,264,83000
6,7,1972,1972,0.0,2.0,0.0,-1.0,2.0,282,494,2.0,1.0,494,1030,1973,-1.0,1,264,116000
6,7,1972,1972,0.0,2.0,0.0,-1.0,1.0,317,672,1.0,1.0,672,1218,1972,-1.0,1,264,118000
6,5,1972,1972,0.0,2.0,0.0,-1.0,2.0,276,483,0.0,1.0,483,948,1972,-1.0,1,264,89000
6,5,1972,1972,0.0,2.0,0.0,-1.0,1.0,382,525,1.0,1.0,525,1092,1972,-1.0,1,264,108000
6,5,1972,1972,0.0,2.0,0.0,-1.0,-2.0,0,483,0.0,1.0,483,987,1972,-1.0,1,288,94500
6,5,1975,1975,0.0,2.0,1.0,-1.0,2.0,727,1069,1.0,1.0,1069,1069,1975,0.0,2,440,146300
5,7,1967,1975,0.0,2.0,0.0,0.0,2.0,373,943,0.0,1.0,1387,1387,1974,0.0,1,300,145000
5,5,1967,1967,0.0,2.0,0.0,1.0,2.0,769,864,0.0,1.0,900,900,1967,0.0,1,288,123000
7,7,1976,1976,0.0,2.0,0.0,-1.0,2.0,120,1055,0.0,1.0,1055,1055,1976,-1.0,1,319,137500
6,5,1976,1976,0.0,2.0,1.0,-1.0,2.0,70,855,1.0,1.0,855,1456,1976,0.0,2,460,144000
7,5,2005,2005,1.0,1.0,1.0,1.0,3.0,659,1364,2.0,1.0,1364,1364,2005,0.0,2,484,185850
7,5,2003,2003,1.0,1.0,1.0,-1.0,-2.0,0,1405,2.0,1.0,1405,1405,2003,0.0,2,478,171750
8,5,2003,2003,1.0,1.0,1.0,2.0,-2.0,0,1273,2.0,1.0,1456,1456,2003,1.0,2,400,215000
7,5,2004,2004,1.0,1.0,1.0,-1.0,-2.0,0,1375,2.0,1.0,1414,1414,2004,1.0,2,398,178740
8,5,2004,2004,1.0,1.0,2.0,1.0,-2.0,0,707,2.0,1.0,707,1414,2004,1.0,2,403,178000
7,5,2005,2005,1.0,1.0,1.0,-1.0,-2.0,0,1257,2.0,1.0,1266,1266,2005,-1.0,2,453,176000
6,5,2005,2005,0.0,1.0,0.0,0.0,3.0,24,1142,2.0,1.0,1142,1142,1842,-2.0,0,0,139500
6,5,1990,1991,1.0,1.0,1.0,-1.0,3.0,904,1398,1.0,1.0,1398,1398,1990,0.0,2,542,172000
6,5,1991,1991,1.0,1.0,1.0,-1.0,3.0,278,1217,1.0,1.0,1217,1217,1991,0.0,2,484,151000
6,5,1994,1994,0.0,1.0,1.0,-1.0,2.0,274,636,2.0,1.0,636,1320,1994,1.0,2,472,150000
4,4,1966,1966,0.0,2.0,0.0,-1.0,0.0,1056,1056,0.0,1.0,1056,1056,1966,-1.0,1,384,107000
5,4,1962,1962,0.0,2.0,0.0,-1.0,-1.0,36,988,2.0,1.0,988,988,1977,-1.0,2,624,129500
5,6,1962,2002,0.0,2.0,0.0,-1.0,1.0,612,864,1.0,1.0,1211,1211,1972,-1.0,2,576,144000
6,7,1977,1995,0.0,2.0,1.0,1.0,2.0,506,506,0.0,1.0,1212,1212,1978,-1.0,2,492,151000
5,5,1965,1965,0.0,2.0,0.0,-1.0,0.0,554,984,0.0,1.0,984,984,1965,-1.0,1,310,126000
5,6,1968,1968,0.0,2.0,0.0,-1.0,1.0,162,882,0.0,1.0,909,909,1968,-1.0,1,294,116000
5,6,1963,1963,0.0,1.0,0.0,-1.0,2.0,181,925,1.0,1.0,925,925,1990,-1.0,2,484,133500
5,6,1965,1965,0.0,2.0,0.0,-1.0,0.0,712,1024,0.0,1.0,1024,1024,1965,-1.0,1,308,120875
5,6,1965,1965,0.0,2.0,0.0,-1.0,1.0,560,935,0.0,1.0,935,935,1965,-1.0,1,288,137000
5,6,1964,1964,0.0,2.0,0.0,-1.0,2.0,644,912,0.0,-1.0,912,912,1842,-2.0,0,0,124000
5,7,1961,1994,0.0,2.0,0.0,-1.0,1.0,465,912,0.0,1.0,1236,1236,1961,-1.0,1,288,135000
5,6,1967,1967,0.0,2.0,0.0,0.0,0.0,659,912,0.0,1.0,941,941,1967,-1.0,1,288,129200
7,5,2004,2004,1.0,1.0,1.0,-1.0,-2.0,0,1143,2.0,1.0,1143,1143,2004,0.0,2,588,176400
8,5,2005,2005,1.0,1.0,1.0,-1.0,3.0,1039,1247,2.0,1.0,1247,1247,2005,1.0,2,550,197000
7,5,2005,2005,0.0,1.0,1.0,-1.0,-2.0,0,600,2.0,1.0,520,1200,2005,0.0,2,480,151000
7,5,2005,2005,1.0,1.0,1.0,-1.0,-2.0,0,600,2.0,1.0,520,1223,2005,0.0,2,480,147400
7,5,2005,2005,1.0,1.0,1.0,-1.0,-2.0,0,600,2.0,1.0,520,1223,2005,0.0,2,480,149900
7,5,1999,1999,1.0,1.0,1.0,-1.0,3.0,450,691,2.0,1.0,713,1452,1999,-1.0,2,506,183900
7,5,2000,2000,1.0,1.0,1.0,-1.0,3.0,641,673,2.0,1.0,673,1382,2000,-1.0,2,490,165000
7,5,2003,2003,1.0,1.0,1.0,-1.0,-2.0,0,530,2.0,1.0,530,1080,2003,0.0,2,496,139000
8,5,1995,1996,1.0,1.0,1.0,1.0,-1.0,437,1494,2.0,1.0,1494,1494,1995,1.0,2,481,270000
6,6,1977,1977,1.0,2.0,1.0,-1.0,2.0,767,1208,0.0,1.0,1208,1208,1977,0.0,2,546,165000
8,5,1980,1980,1.0,2.0,1.0,2.0,3.0,1009,1235,1.0,1.0,1235,1235,1980,1.0,2,484,214000
8,5,1980,1980,1.0,2.0,1.0,2.0,3.0,860,1036,0.0,1.0,1036,1036,1980,1.0,2,484,188000
8,5,1980,1980,1.0,2.0,1.0,2.0,3.0,807,1226,0.0,1.0,1226,1226,1980,1.0,2,484,190000
8,5,1978,1978,1.0,2.0,1.0,2.0,3.0,652,1226,0.0,1.0,1226,1226,1978,1.0,2,484,170000
5,6,1972,1972,0.0,2.0,1.0,-1.0,3.0,962,1153,2.0,1.0,1193,1193,1972,1.0,2,501,146500
6,6,1968,1968,0.0,2.0,0.0,-1.0,2.0,404,708,1.0,1.0,708,1416,1968,0.0,2,776,179900
7,6,1967,1967,0.0,2.0,0.0,-1.0,1.0,553,1334,1.0,1.0,1334,1334,1967,0.0,2,477,164500
7,5,1969,1969,0.0,2.0,0.0,-1.0,-2.0,0,1164,0.0,1.0,1164,1164,1969,-1.0,2,528,140000
5,5,1967,1967,0.0,1.0,0.0,1.0,2.0,400,980,1.0,1.0,980,980,1967,1.0,1,384,135500
5,5,1968,1968,0.0,2.0,0.0,-1.0,2.0,758,1051,1.0,1.0,1051,1051,1968,0.0,2,504,142000
5,5,1968,1968,0.0,2.0,0.0,1.0,1.0,1016,1052,1.0,1.0,1052,1052,1968,0.0,1,288,138500
5,6,1968,1968,0.0,2.0,1.0,2.0,3.0,744,833,1.0,1.0,898,898,1968,0.0,1,326,140000
5,5,1966,1966,0.0,2.0,0.0,-1.0,1.0,799,1051,0.0,1.0,1051,1051,1966,0.0,1,264,124400
5,7,1967,1967,0.0,1.0,0.0,1.0,2.0,602,1141,1.0,1.0,1141,1141,1967,-1.0,1,568,158000
5,8,1965,1998,0.0,2.0,0.0,0.0,3.0,661,864,1.0,1.0,1200,1200,1977,-1.0,2,884,146000
5,6,1961,1961,0.0,2.0,0.0,-1.0,0.0,915,1050,0.0,1.0,1050,1050,1961,-1.0,1,368,136500
5,5,1958,1958,0.0,2.0,0.0,-1.0,1.0,521,864,0.0,1.0,864,864,1964,-1.0,2,624,129900
6,6,1964,1964,0.0,2.0,0.0,-1.0,1.0,553,1251,0.0,1.0,1251,1251,1964,0.0,1,461,160000
6,6,1964,1964,0.0,2.0,0.0,-1.0,2.0,260,1008,2.0,1.0,1488,1488,1964,1.0,2,430,167000
5,6,1964,1964,0.0,2.0,0.0,-1.0,2.0,360,720,1.0,1.0,720,1440,1964,1.0,2,480,157500
6,5,1958,1958,0.0,2.0,0.0,2.0,2.0,513,588,0.0,1.0,1095,1095,1958,0.0,1,264,140000
5,7,1960,1960,0.0,2.0,0.0,-1.0,2.0,632,1248,2.0,1.0,1248,1248,1960,-1.0,1,286,151500
6,8,1934,1950,0.0,2.0,0.0,-1.0,1.0,574,816,2.0,1.0,816,816,1949,-1.0,1,240,129800
5,6,1954,1954,0.0,2.0,0.0,-1.0,1.0,486,1008,1.0,1.0,1008,1008,1954,0.0,1,275,137000
5,7,1947,1950,0.0,2.0,0.0,-1.0,-2.0,0,938,2.0,1.0,1043,1043,1947,-1.0,1,273,137000
4,7,1923,1958,0.0,1.0,1.0,-1.0,-2.0,0,440,0.0,1.0,869,869,1842,-2.0,0,0,85500
4,5,1926,1953,0.0,1.0,-1.0,0.0,-2.0,0,600,1.0,1.0,747,747,1953,-1.0,2,528,79900
5,8,1908,1991,0.0,1.0,-1.0,-1.0,-2.0,0,504,1.0,1.0,936,1252,1986,-1.0,2,576,127000
5,6,1961,1990,0.0,2.0,0.0,0.0,1.0,915,1251,0.0,1.0,1433,1433,1961,-1.0,2,441,161000
5,5,1951,1951,0.0,2.0,0.0,-1.0,2.0,996,1056,2.0,1.0,1216,1216,1951,0.0,1,280,135000
5,6,1954,1975,0.0,2.0,0.0,-1.0,1.0,486,936,0.0,1.0,936,936,1954,-1.0,1,240,121000
6,5,1964,1964,0.0,2.0,0.0,-1.0,2.0,939,1246,0.0,1.0,1246,1246,1964,0.0,2,441,172000
6,7,1963,1963,0.0,2.0,0.0,-1.0,-2.0,0,1008,0.0,1.0,1008,1008,1963,0.0,2,430,135000
5,6,1962,1962,0.0,2.0,0.0,1.0,2.0,803,1106,0.0,1.0,1190,1190,1962,-1.0,2,540,132500
5,6,1959,1959,0.0,2.0,0.0,1.0,2.0,748,1144,0.0,1.0,1144,1144,1959,0.0,1,796,143000
5,5,1957,1957,0.0,2.0,-1.0,0.0,1.0,623,1179,1.0,1.0,1364,1364,1957,0.0,1,331,132000
6,5,1960,1960,0.0,2.0,0.0,-1.0,0.0,565,1383,0.0,1.0,1383,1383,1960,0.0,1,292,145250
6,6,1958,1958,0.0,2.0,0.0,-1.0,0.0,203,1121,2.0,1.0,1336,1336,1958,0.0,2,488,162000
5,6,1956,1956,0.0,2.0,0.0,1.0,1.0,678,1058,2.0,1.0,1370,1370,1956,0.0,1,300,148000
5,5,1957,1957,0.0,2.0,0.0,-1.0,0.0,895,1092,0.0,1.0,1092,1092,1957,1.0,1,299,141000
6,6,1956,1994,0.0,2.0,0.0,1.0,1.0,914,1124,2.0,1.0,1124,1124,1956,1.0,1,353,153000
5,6,1957,1996,0.0,2.0,0.0,-1.0,1.0,360,1070,0.0,1.0,1236,1236,1957,-1.0,1,447,134450
5,5,1979,1979,0.0,2.0,1.0,2.0,3.0,943,943,0.0,1.0,943,943,1979,-1.0,2,600,135960
6,5,1954,1954,0.0,2.0,0.0,-1.0,-2.0,0,1367,2.0,1.0,1375,1375,1954,-1.0,2,451,140000
5,6,1952,2003,0.0,2.0,0.0,-1.0,3.0,658,1008,2.0,1.0,1008,1008,1952,0.0,1,280,139500
5,7,1956,1956,0.0,2.0,1.0,-1.0,1.0,271,301,2.0,1.0,1145,1145,1993,-1.0,2,684,127000
5,5,1956,1956,0.0,2.0,0.0,-1.0,-1.0,488,1005,2.0,1.0,1005,1005,1956,-1.0,1,319,133500
5,6,1955,1955,0.0,2.0,0.0,-1.0,0.0,144,1056,1.0,1.0,1056,1056,1955,1.0,1,300,125000
5,6,1951,1991,0.0,2.0,0.0,-1.0,0.0,741,884,2.0,1.0,884,884,1951,1.0,1,270,142000
5,5,1956,2001,0.0,2.0,0.0,-1.0,0.0,494,1015,1.0,1.0,1384,1384,2001,-1.0,2,896,159000
6,6,1947,1950,0.0,2.0,0.0,-1.0,-2.0,0,784,2.0,1.0,900,1312,1953,-1.0,2,649,127000
6,6,1924,1950,0.0,3.0,-1.0,-1.0,-1.0,617,617,1.0,1.0,865,1310,1924,-1.0,1,398,112000
3,8,1930,2001,0.0,1.0,0.0,-1.0,-2.0,0,713,2.0,1.0,713,713,1936,-1.0,1,371,99800
5,7,1954,2000,0.0,2.0,0.0,-1.0,0.0,415,833,2.0,1.0,833,833,1955,-1.0,1,326,117000
3,3,1929,1950,0.0,2.0,0.0,0.0,-2.0,0,715,-1.0,-1.0,715,715,1967,-1.0,2,660,68000
4,8,1900,1998,0.0,3.0,-1.0,-1.0,-2.0,0,448,2.0,1.0,448,720,1900,-1.0,1,280,86900
5,6,1920,1950,0.0,3.0,0.0,-1.0,0.0,821,1120,2.0,1.0,1130,1130,1970,-1.0,2,720,120000
5,8,1936,1989,0.0,2.0,-1.0,-1.0,2.0,626,796,1.0,1.0,1096,1466,1950,-1.0,2,566,170000
5,5,1966,1966,0.0,2.0,0.0,1.0,2.0,516,1024,0.0,1.0,1086,1086,1966,0.0,2,484,159950
6,5,1963,1963,0.0,2.0,0.0,1.0,2.0,580,1083,0.0,1.0,1146,1146,1963,-1.0,1,294,165000
6,5,1962,1985,0.0,2.0,0.0,-1.0,2.0,701,1135,2.0,1.0,1207,1207,1962,0.0,1,264,147000
6,6,1959,1959,0.0,2.0,0.0,0.0,2.0,655,655,2.0,1.0,1194,1194,1954,1.0,2,539,159500
5,7,1957,1957,0.0,2.0,0.0,-1.0,3.0,708,816,0.0,1.0,816,816,1957,-1.0,1,308,129900
7,5,1959,1959,0.0,0.0,-3.0,-2.0,-3.0,0,0,1.0,1.0,1472,1472,1959,-1.0,2,484,157500
5,7,1950,1950,0.0,2.0,-3.0,-2.0,-3.0,0,0,0.0,1.0,1040,1040,1950,-1.0,2,625,109500
4,5,1950,1950,0.0,0.0,-3.0,-2.0,-3.0,0,0,0.0,1.0,1040,1040,1950,-1.0,2,420,109900
5,5,1959,1959,0.0,2.0,0.0,-1.0,-1.0,369,1040,0.0,1.0,1040,1040,1959,0.0,1,286,133700
3,4,1950,1950,0.0,0.0,-3.0,-2.0,-3.0,0,0,-1.0,-1.0,1040,1040,1950,-1.0,2,400,81400
3,4,1949,1950,0.0,0.0,-3.0,-2.0,-3.0,0,0,-1.0,-1.0,1040,1040,1949,-1.0,2,400,87500
3,4,1950,1950,0.0,2.0,-3.0,-2.0,-3.0,0,0,1.0,-1.0,1040,1040,1949,-1.0,2,400,93500
5,6,1959,1959,0.0,2.0,0.0,-1.0,2.0,179,1150,2.0,1.0,1150,1150,1959,0.0,1,300,141000
5,4,1961,1961,0.0,2.0,0.0,-1.0,3.0,781,1150,0.0,1.0,1150,1150,1961,0.0,1,288,146000
6,5,1966,1966,0.0,2.0,0.0,-1.0,1.0,512,660,0.0,1.0,660,1348,1966,0.0,2,453,155000
5,5,1962,1962,0.0,2.0,0.0,1.0,1.0,784,925,0.0,1.0,999,999,1962,-1.0,1,300,134500
7,6,1962,1962,0.0,2.0,0.0,-1.0,-1.0,809,1045,1.0,1.0,1045,1045,1962,-1.0,2,528,120000
5,6,1962,1962,0.0,2.0,0.0,-1.0,1.0,468,864,1.0,1.0,864,864,1962,-1.0,1,336,105000
5,5,1962,1962,0.0,2.0,0.0,1.0,2.0,953,1025,0.0,1.0,1025,1025,1842,-2.0,0,0,124000
6,8,1900,2004,0.0,3.0,0.0,-1.0,0.0,381,780,2.0,1.0,940,1416,1956,-1.0,2,400,156500
7,7,1900,1970,0.0,-1.0,0.0,-1.0,0.0,208,712,1.0,1.0,848,1428,1985,1.0,2,576,139900
7,8,1930,1950,0.0,3.0,0.0,-1.0,-2.0,0,502,0.0,-1.0,502,1004,1930,-1.0,1,200,105000
6,8,1930,2005,0.0,3.0,0.0,-1.0,-2.0,0,813,2.0,1.0,813,813,1932,-1.0,1,270,110000
5,7,1925,1950,0.0,3.0,0.0,-1.0,-2.0,0,844,0.0,1.0,844,844,1925,-1.0,1,216,111500
4,5,1950,1950,0.0,2.0,0.0,-1.0,-2.0,0,576,2.0,1.0,864,864,1952,0.0,1,528,105000
6,8,1920,1950,0.0,3.0,-1.0,-1.0,-2.0,0,648,0.0,1.0,734,1118,1990,-1.0,2,440,116000
3,5,1905,1950,0.0,3.0,0.0,0.0,-2.0,0,738,1.0,1.0,714,1376,1930,-1.0,1,216,96900
5,7,1955,1955,0.0,2.0,0.0,1.0,3.0,576,960,0.0,1.0,960,960,1976,-1.0,2,576,135500
3,5,1921,1950,0.0,3.0,-1.0,-1.0,-1.0,416,492,0.0,1.0,492,492,1921,-1.0,1,200,61500
6,7,1945,1950,0.0,2.0,-1.0,-1.0,0.0,310,770,0.0,1.0,885,1182,1945,-1.0,1,378,120000
3,8,1955,2005,0.0,2.0,0.0,-1.0,2.0,256,1162,2.0,1.0,1163,1163,1955,-1.0,1,220,126175
3,4,1920,1950,0.0,1.0,0.0,-1.0,-2.0,0,798,1.0,1.0,840,840,1938,-1.0,1,250,64000
5,4,1900,1950,0.0,3.0,0.0,-1.0,-2.0,0,540,1.0,-1.0,889,1440,1940,-1.0,1,352,79000
6,7,1910,1993,0.0,2.0,0.0,-1.0,-2.0,0,684,2.0,-1.0,684,1368,1930,-1.0,1,216,114504
5,7,1920,1950,0.0,1.0,0.0,-1.0,-2.0,0,624,1.0,-1.0,624,1248,1842,-2.0,0,0,93500
5,5,1958,1958,0.0,2.0,0.0,-1.0,-2.0,0,960,2.0,1.0,960,960,2002,-1.0,2,624,125000
3,3,1918,1950,-1.0,3.0,0.0,-1.0,-2.0,0,1020,-1.0,-1.0,1020,1020,1842,-2.0,0,0,64500
5,7,1939,1950,0.0,2.0,1.0,0.0,0.0,507,793,0.0,1.0,793,1118,1939,-1.0,2,410,119900
6,6,1934,1950,0.0,1.0,0.0,-1.0,-2.0,0,816,0.0,1.0,816,1176,1985,-1.0,2,528,114500
5,4,1936,1950,0.0,3.0,1.0,-1.0,-2.0,0,896,1.0,1.0,896,1344,1936,-1.0,1,240,115000
4,5,1947,1950,0.0,0.0,-3.0,-2.0,-3.0,0,0,1.0,-1.0,672,912,1842,-2.0,0,0,80500
5,7,1930,1984,0.0,3.0,0.0,-1.0,-2.0,0,741,1.0,1.0,741,1324,1930,-1.0,1,180,110000
6,6,1925,1980,0.0,3.0,0.0,-1.0,1.0,397,1103,1.0,1.0,1103,1103,1976,-1.0,2,440,110500
5,7,1921,1950,0.0,2.0,0.0,-1.0,-1.0,616,616,1.0,1.0,616,616,1921,-1.0,1,205,89000
5,6,1922,1950,0.0,3.0,0.0,-1.0,-2.0,0,993,0.0,1.0,1048,1048,1922,-1.0,1,280,113000
5,5,1925,1950,0.0,3.0,0.0,-1.0,-2.0,0,816,0.0,1.0,816,816,1925,-1.0,1,210,109000
4,5,1970,1970,0.0,2.0,0.0,1.0,2.0,789,960,0.0,-1.0,960,960,1970,-1.0,2,576,129000
4,4,1941,1950,0.0,2.0,0.0,-1.0,-2.0,0,693,-1.0,-1.0,693,693,1842,-2.0,0,0,52500
5,8,1910,2004,-1.0,3.0,-1.0,-1.0,-2.0,0,396,1.0,1.0,665,1330,2001,-1.0,1,390,116500
6,6,1937,1950,0.0,3.0,0.0,-1.0,-2.0,0,780,0.0,1.0,780,1376,1937,-1.0,1,198,119500
5,6,1938,1995,0.0,2.0,0.0,-1.0,-2.0,0,803,2.0,1.0,803,1360,1951,-1.0,1,297,125500
3,4,1922,1950,0.0,3.0,0.0,-1.0,-2.0,0,1007,-1.0,-1.0,1077,1077,1922,-1.0,1,210,91000
6,8,1935,1982,0.0,2.0,0.0,1.0,3.0,490,520,1.0,-1.0,520,754,1842,-2.0,0,0,84500
5,5,1951,1951,0.0,2.0,0.0,-1.0,1.0,329,806,0.0,1.0,1081,1422,1951,-1.0,1,288,137500
5,7,1935,1950,0.0,0.0,-3.0,-2.0,-3.0,0,0,0.0,-1.0,1032,1032,1939,-1.0,1,260,125000
5,3,1936,1950,0.0,3.0,0.0,-1.0,-2.0,0,830,1.0,1.0,879,879,1936,-1.0,1,180,80000
7,5,2004,2004,0.0,1.0,1.0,0.0,3.0,510,1073,2.0,1.0,1073,1073,2004,-1.0,1,246,157000
4,5,1963,1979,0.0,2.0,0.0,-1.0,0.0,547,1051,1.0,1.0,1382,1382,1974,-1.0,2,459,148000
4,5,1967,1967,0.0,0.0,-3.0,-2.0,-3.0,0,0,0.0,1.0,1296,1296,1967,-1.0,2,516,90000
6,8,1963,2003,0.0,2.0,0.0,-1.0,3.0,663,1059,0.0,1.0,1068,1068,1963,0.0,1,264,154500
5,6,1967,1967,0.0,2.0,0.0,1.0,2.0,779,1064,0.0,1.0,1064,1064,1967,-1.0,2,528,153600
6,7,1964,1964,0.0,2.0,0.0,1.0,3.0,456,912,0.0,1.0,934,934,1964,-1.0,1,336,132000
5,5,1968,1968,0.0,2.0,0.0,-1.0,1.0,673,1051,0.0,1.0,1159,1159,1968,-1.0,1,336,158000
6,7,1978,1978,0.0,2.0,0.0,-1.0,2.0,209,672,0.0,1.0,672,1400,1978,1.0,2,440,149500
5,5,1967,1967,0.0,2.0,0.0,-1.0,1.0,194,1176,0.0,1.0,1458,1458,1967,-1.0,2,512,165000
6,6,1978,1978,0.0,2.0,0.0,2.0,3.0,794,960,-1.0,1.0,1040,1040,1979,-1.0,2,616,160500
5,5,1924,1950,0.0,3.0,0.0,-1.0,-2.0,0,872,-1.0,-1.0,872,872,1924,-1.0,1,322,105000
4,9,1965,2001,0.0,2.0,0.0,1.0,3.0,648,648,2.0,1.0,960,960,1965,-1.0,1,364,145000
5,6,1956,1987,0.0,2.0,0.0,-1.0,0.0,988,1188,1.0,1.0,1437,1437,1999,-1.0,2,576,168000
5,6,1963,1963,0.0,2.0,1.0,1.0,0.0,104,1000,2.0,1.0,1000,1000,1993,-1.0,2,575,164000
5,7,1971,1972,0.0,1.0,1.0,1.0,3.0,535,782,2.0,1.0,810,810,1973,-1.0,2,576,130000
5,5,1974,1974,0.0,2.0,0.0,-1.0,2.0,762,864,0.0,1.0,894,894,1974,-1.0,2,440,142500
4,5,1954,1954,0.0,2.0,0.0,-1.0,0.0,799,967,2.0,1.0,1350,1350,1954,0.0,2,504,146000
5,6,1952,2002,0.0,0.0,-3.0,-2.0,-3.0,0,0,1.0,1.0,1488,1488,2002,0.0,2,569,135000
5,8,1955,1999,0.0,2.0,0.0,0.0,-2.0,0,1057,1.0,1.0,1057,1057,1955,-1.0,1,288,137000
5,7,1952,1952,0.0,1.0,2.0,0.0,-1.0,210,980,-1.0,1.0,1148,1148,1952,-1.0,1,308,123500
5,5,1954,1954,0.0,0.0,-3.0,-2.0,-3.0,0,0,1.0,1.0,1124,1124,1842,-2.0,0,0,93000
5,3,1948,1950,0.0,2.0,-1.0,0.0,-2.0,0,810,-1.0,1.0,1002,1456,1954,-1.0,1,280,91500
6,5,1985,1985,1.0,2.0,1.0,-1.0,3.0,1258,1298,0.0,1.0,1298,1298,1985,-1.0,2,403,180000
6,8,1993,1993,1.0,1.0,1.0,1.0,-1.0,261,1344,1.0,1.0,1440,1440,1993,-1.0,4,920,224500
6,5,1969,1969,0.0,2.0,0.0,2.0,2.0,938,938,2.0,1.0,988,988,1969,-1.0,2,540,180000
5,5,1996,1996,1.0,1.0,1.0,1.0,3.0,298,870,2.0,1.0,914,914,1998,-1.0,2,576,148000
5,6,1996,1996,0.0,1.0,1.0,-1.0,-2.0,0,1100,2.0,1.0,1100,1100,1996,0.0,2,462,145000
6,5,1995,1995,1.0,1.0,1.0,-1.0,-2.0,0,781,2.0,1.0,795,1499,1995,0.0,2,473,187000
7,5,1998,1998,0.0,1.0,1.0,0.0,3.0,846,1425,2.0,1.0,1425,1425,1998,0.0,2,591,193000
5,5,1995,1995,0.0,1.0,1.0,-1.0,2.0,716,990,2.0,1.0,990,990,1996,-1.0,2,576,156000
6,5,1997,1997,0.0,1.0,1.0,2.0,3.0,1200,1479,2.0,1.0,1494,1494,1997,0.0,2,576,217000
5,5,1976,1976,0.0,2.0,0.0,1.0,2.0,483,911,1.0,1.0,954,954,1976,-1.0,2,576,132500
